,word,category,sentiment
3470,hook,negative,-1
3471,bouquet,positive,1
3472,avoid,negative,-1
3473,fatigu,negative,-1
3474,garbag,negative,-1
3475,scream,negative,-1
3476,blind,negative,-1
3477,exhilar,positive,1
3478,wast,negative,-1
3479,empow,positive,1
3480,uncanni,negative,-1
3481,lax,negative,-1
3482,accomplish,positive,1
3483,bureaucrat,negative,-1
3484,ascent,positive,1
3485,carnivor,negative,-1
3486,despair,negative,-1
3487,produc,positive,1
3488,inattent,negative,-1
3489,coffin,negative,-1
3490,secretariat,positive,1
3491,bitter,negative,-1
3492,balanc,positive,1
3493,fuse,positive,1
3494,quagmir,negative,-1
3495,scorn,negative,-1
3496,ambush,negative,-1
3497,almighti,positive,1
3498,snag,negative,-1
3499,incurs,negative,-1
3500,baboon,negative,-1
3501,advanc,positive,1
3502,brotherhood,positive,1
3503,chastiti,positive,1
3504,mafia,negative,-1
3505,grudg,negative,-1
3506,disabl,negative,-1
3507,fallaci,negative,-1
3508,master,positive,1
3509,helper,positive,1
3510,antagon,negative,-1
3511,hyster,negative,-1
3512,atom,positive,1
3513,perplex,negative,-1
3514,demor,negative,-1
3515,imput,negative,-1
3516,violat,negative,-1
3517,garnet,positive,1
3518,john,negative,-1
3519,crown,positive,1
3520,keepsak,positive,1
3521,glee,positive,1
3522,taint,negative,-1
3523,tedious,negative,-1
3524,amen,positive,1
3525,chaotic,negative,-1
3526,bride,positive,1
3527,communist,negative,-1
3528,sculptur,positive,1
3529,forcibl,negative,-1
3530,languish,negative,-1
3531,bog,negative,-1
3532,lurid,negative,-1
3533,meaningless,negative,-1
3534,idol,positive,1
3535,physiqu,positive,1
3536,smash,negative,-1
3537,receiv,positive,1
3538,defend,positive,1
3539,heroic,positive,1
3540,heartless,negative,-1
3541,calcul,negative,-1
3542,enliven,positive,1
3543,rota,positive,1
3544,methanol,negative,-1
3545,cooper,positive,1
3546,nul,negative,-1
3547,aspir,positive,1
3548,fate,negative,-1
3549,frighten,negative,-1
3550,intend,positive,1
3551,alleg,negative,-1
3552,rogu,negative,-1
3553,recogniz,positive,1
3554,evict,negative,-1
3555,assail,negative,-1
3556,attack,negative,-1
3557,progress,positive,1
3558,medit,positive,1
3559,unif,positive,1
3560,familiar,positive,1
3561,shoddi,negative,-1
3562,regret,negative,-1
3563,fli,positive,1
3564,bane,negative,-1
3565,odor,negative,-1
3566,hang,negative,-1
3567,depart,negative,-1
3568,fatigu,negative,-1
3569,carcass,negative,-1
3570,sissi,negative,-1
3571,repress,negative,-1
3572,younger,positive,1
3573,bovin,negative,-1
3574,jaundic,negative,-1
3575,eat,positive,1
3576,helpless,negative,-1
3577,defeat,negative,-1
3578,bawdi,negative,-1
3579,propaganda,negative,-1
3580,plung,negative,-1
3581,soak,negative,-1
3582,unintent,negative,-1
3583,spaniel,positive,1
3584,deceiv,negative,-1
3585,impress,positive,1
3586,barren,negative,-1
3587,duti,positive,1
3588,lush,negative,-1
3589,untru,negative,-1
3590,constant,positive,1
3591,halfway,negative,-1
3592,revolt,negative,-1
3593,justifi,positive,1
3594,blaze,negative,-1
3595,excrement,negative,-1
3596,slam,negative,-1
3597,vacuous,negative,-1
3598,insur,positive,1
3599,antisept,positive,1
3600,occup,positive,1
3601,everlast,positive,1
3602,cancel,negative,-1
3603,dedic,positive,1
3604,cautious,positive,1
3605,dislik,negative,-1
3606,sobrieti,positive,1
3607,forc,negative,-1
3608,miss,negative,-1
3609,focus,positive,1
3610,rejoic,positive,1
3611,headi,negative,-1
3612,abil,positive,1
3613,derogatori,negative,-1
3614,infecti,negative,-1
3615,loaf,negative,-1
3616,reaffirm,positive,1
3617,compet,positive,1
3618,psalm,positive,1
3619,air,negative,-1
3620,folli,negative,-1
3621,captiv,positive,1
3622,beast,negative,-1
3623,baccalaur,positive,1
3624,boon,positive,1
3625,scold,negative,-1
3626,unholi,negative,-1
3627,loon,negative,-1
3628,pope,positive,1
3629,append,negative,-1
3630,congeni,positive,1
3631,vivid,positive,1
3632,deport,negative,-1
3633,abort,negative,-1
3634,heartach,negative,-1
3635,apprehens,negative,-1
3636,healthi,positive,1
3637,diminish,negative,-1
3638,engag,positive,1
3639,outdo,positive,1
3640,discredit,negative,-1
3641,influenti,positive,1
3642,lag,negative,-1
3643,whine,negative,-1
3644,noos,negative,-1
3645,leaki,negative,-1
3646,starv,negative,-1
3647,gallantri,positive,1
3648,appal,negative,-1
3649,espionag,negative,-1
3650,loathsom,negative,-1
3651,quack,negative,-1
3652,occup,positive,1
3653,unprofit,negative,-1
3654,hurt,negative,-1
3655,dilig,positive,1
3656,innov,positive,1
3657,quick,positive,1
3658,blur,negative,-1
3659,insurg,negative,-1
3660,involut,negative,-1
3661,unit,positive,1
3662,despot,negative,-1
3663,worthi,positive,1
3664,avatar,positive,1
3665,gun,negative,-1
3666,gratifi,positive,1
3667,cannon,negative,-1
3668,drone,negative,-1
3669,swamp,negative,-1
3670,counsel,positive,1
3671,ash,negative,-1
3672,univers,positive,1
3673,reward,positive,1
3674,confin,negative,-1
3675,quit,negative,-1
3676,friend,positive,1
3677,bulbous,negative,-1
3678,monument,positive,1
3679,waver,negative,-1
3680,indoctrin,negative,-1
3681,compet,positive,1
3682,partak,positive,1
3683,contradictori,negative,-1
3684,hero,positive,1
3685,smother,negative,-1
3686,refractori,negative,-1
3687,like,positive,1
3688,excruci,negative,-1
3689,unattach,negative,-1
3690,aftermath,negative,-1
3691,mangl,negative,-1
3692,launch,positive,1
3693,honest,positive,1
3694,endow,positive,1
3695,thrill,positive,1
3696,crisi,negative,-1
3697,buzz,positive,1
3698,affili,positive,1
3699,combat,negative,-1
3700,specter,negative,-1
3701,scaffold,negative,-1
3702,detach,negative,-1
3703,morbid,negative,-1
3704,sorrow,negative,-1
3705,liberti,positive,1
3706,untitl,negative,-1
3707,humili,negative,-1
3708,confus,negative,-1
3709,crazi,negative,-1
3710,aggrav,negative,-1
3711,mad,negative,-1
3712,infanticid,negative,-1
3713,insuffici,negative,-1
3714,inadequ,negative,-1
3715,sex,positive,1
3716,frantic,negative,-1
3717,procrastin,negative,-1
3718,hamper,negative,-1
3719,bulletproof,positive,1
3720,origin,positive,1
3721,tyranni,negative,-1
3722,cytomegalovirus,negative,-1
3723,muzzl,negative,-1
3724,plod,negative,-1
3725,tenant,positive,1
3726,row,negative,-1
3727,treacheri,negative,-1
3728,convent,positive,1
3729,captiv,negative,-1
3730,gang,negative,-1
3731,spell,positive,1
3732,faith,positive,1
3733,cab,positive,1
3734,mislead,negative,-1
3735,decrement,negative,-1
3736,decri,negative,-1
3737,pool,positive,1
3738,boast,negative,-1
3739,embol,negative,-1
3740,humili,negative,-1
3741,fascin,positive,1
3742,fade,negative,-1
3743,indecis,negative,-1
3744,beam,positive,1
3745,antagonist,negative,-1
3746,depress,negative,-1
3747,frustrat,negative,-1
3748,inexperienc,negative,-1
3749,divers,positive,1
3750,abort,negative,-1
3751,fabric,negative,-1
3752,irreconcil,negative,-1
3753,screw,negative,-1
3754,weak,negative,-1
3755,frustrat,negative,-1
3756,steril,negative,-1
3757,slag,negative,-1
3758,earl,positive,1
3759,breach,negative,-1
3760,panach,positive,1
3761,cholera,negative,-1
3762,extrajudici,negative,-1
3763,manner,positive,1
3764,human,positive,1
3765,meadow,positive,1
3766,addict,negative,-1
3767,journalist,positive,1
3768,rook,negative,-1
3769,respect,positive,1
3770,plagu,negative,-1
3771,prick,negative,-1
3772,classic,positive,1
3773,practic,positive,1
3774,irrepar,negative,-1
3775,swastika,negative,-1
3776,precis,positive,1
3777,amnesia,negative,-1
3778,equilibrium,positive,1
3779,patriarch,positive,1
3780,gibberish,negative,-1
3781,possess,negative,-1
3782,expropri,negative,-1
3783,dignifi,positive,1
3784,embarrass,negative,-1
3785,expir,negative,-1
3786,elucid,positive,1
3787,lint,negative,-1
3788,errand,positive,1
3789,armament,negative,-1
3790,ascend,positive,1
3791,moral,positive,1
3792,bailiff,negative,-1
3793,diamond,positive,1
3794,commut,positive,1
3795,radiat,positive,1
3796,peril,negative,-1
3797,porn,negative,-1
3798,nothing,negative,-1
3799,annul,negative,-1
3800,sympathet,positive,1
3801,extraordinari,positive,1
3802,pitfal,negative,-1
3803,adventur,positive,1
3804,creep,negative,-1
3805,lion,positive,1
3806,sentinel,positive,1
3807,reinforc,positive,1
3808,popular,positive,1
3809,examin,negative,-1
3810,profess,positive,1
3811,bewar,negative,-1
3812,egregi,negative,-1
3813,craze,negative,-1
3814,cuckold,negative,-1
3815,disrespect,negative,-1
3816,dungeon,negative,-1
3817,glare,negative,-1
3818,misstat,negative,-1
3819,devolut,negative,-1
3820,sin,negative,-1
3821,plea,negative,-1
3822,opium,negative,-1
3823,manag,positive,1
3824,adjud,negative,-1
3825,battl,negative,-1
3826,entertain,positive,1
3827,menac,negative,-1
3828,error,negative,-1
3829,inert,negative,-1
3830,disreput,negative,-1
3831,cathet,negative,-1
3832,absolut,positive,1
3833,quiver,negative,-1
3834,prevail,positive,1
3835,assassin,negative,-1
3836,rebut,negative,-1
3837,rubbish,negative,-1
3838,hermaphrodit,negative,-1
3839,matrimoni,positive,1
3840,immor,negative,-1
3841,impeach,negative,-1
3842,incalcul,negative,-1
3843,miser,negative,-1
3844,resist,negative,-1
3845,beverag,positive,1
3846,lectur,positive,1
3847,serpent,negative,-1
3848,stern,negative,-1
3849,drowsi,negative,-1
3850,nurs,positive,1
3851,unequ,negative,-1
3852,polygami,negative,-1
3853,ruin,negative,-1
3854,yellow,negative,-1
3855,includ,positive,1
3856,ponder,negative,-1
3857,drunken,negative,-1
3858,discolor,negative,-1
3859,filth,negative,-1
3860,verit,positive,1
3861,rot,negative,-1
3862,uncomfort,negative,-1
3863,terror,negative,-1
3864,untim,negative,-1
3865,fals,negative,-1
3866,emin,positive,1
3867,dandi,negative,-1
3868,misconduct,negative,-1
3869,imperfect,negative,-1
3870,clamor,negative,-1
3871,crouch,negative,-1
3872,cancer,negative,-1
3873,desecr,negative,-1
3874,pass,negative,-1
3875,feroc,negative,-1
3876,gaunt,negative,-1
3877,eros,negative,-1
3878,agreement,positive,1
3879,pungent,negative,-1
3880,anger,negative,-1
3881,massag,positive,1
3882,decept,negative,-1
3883,stellar,positive,1
3884,beautifi,positive,1
3885,abscess,negative,-1
3886,pad,positive,1
3887,shot,negative,-1
3888,advers,negative,-1
3889,contamin,negative,-1
3890,junta,negative,-1
3891,pedestrian,negative,-1
3892,lowland,negative,-1
3893,dissent,negative,-1
3894,toast,positive,1
3895,skew,negative,-1
3896,manhood,positive,1
3897,preemin,positive,1
3898,fear,negative,-1
3899,stand,positive,1
3900,opiat,negative,-1
3901,chatti,negative,-1
3902,forewarn,negative,-1
3903,aliment,positive,1
3904,compulsori,negative,-1
3905,stumbl,negative,-1
3906,glacial,negative,-1
3907,blind,negative,-1
3908,bother,negative,-1
3909,mediocr,negative,-1
3910,virul,negative,-1
3911,sir,positive,1
3912,demon,negative,-1
3913,critic,negative,-1
3914,heartburn,negative,-1
3915,respect,positive,1
3916,conflict,negative,-1
3917,indentur,negative,-1
3918,ruin,negative,-1
3919,perdit,negative,-1
3920,pare,negative,-1
3921,impass,negative,-1
3922,rue,negative,-1
3923,alert,positive,1
3924,reject,negative,-1
3925,viper,negative,-1
3926,heaven,positive,1
3927,illeg,negative,-1
3928,excav,negative,-1
3929,sap,negative,-1
3930,glimmer,positive,1
3931,intest,negative,-1
3932,foreseen,positive,1
3933,fortitud,positive,1
3934,plumb,positive,1
3935,royalti,positive,1
3936,misfortun,negative,-1
3937,arraign,negative,-1
3938,thorni,negative,-1
3939,obscur,negative,-1
3940,unselfish,positive,1
3941,musti,negative,-1
3942,ador,positive,1
3943,martyr,negative,-1
3944,headway,positive,1
3945,negro,negative,-1
3946,cheer,positive,1
3947,greater,positive,1
3948,degre,positive,1
3949,foresight,positive,1
3950,instig,negative,-1
3951,compuls,negative,-1
3952,butler,positive,1
3953,leer,negative,-1
3954,unsophist,negative,-1
3955,secondhand,negative,-1
3956,breakdown,negative,-1
3957,celebr,positive,1
3958,ancient,negative,-1
3959,overgrown,negative,-1
3960,fib,negative,-1
3961,frank,positive,1
3962,talent,positive,1
3963,quarrel,negative,-1
3964,fun,positive,1
3965,destroy,negative,-1
3966,dispossess,negative,-1
3967,turbul,negative,-1
3968,intoler,negative,-1
3969,uninform,negative,-1
3970,confeder,positive,1
3971,muddl,negative,-1
3972,patch,negative,-1
3973,auspici,positive,1
3974,diverg,negative,-1
3975,dubious,negative,-1
3976,soulless,negative,-1
3977,admir,positive,1
3978,conveni,positive,1
3979,illumin,positive,1
3980,hostil,negative,-1
3981,afraid,negative,-1
3982,exorc,negative,-1
3983,depreci,negative,-1
3984,dummi,negative,-1
3985,rancid,negative,-1
3986,strengthen,positive,1
3987,pain,negative,-1
3988,fortifi,positive,1
3989,irreduc,positive,1
3990,kitten,positive,1
3991,nestl,positive,1
3992,classic,positive,1
3993,crack,negative,-1
3994,contamin,negative,-1
3995,inalien,positive,1
3996,borrow,negative,-1
3997,exhaust,negative,-1
3998,prostitut,negative,-1
3999,grind,negative,-1
4000,scientif,positive,1
4001,chivalri,positive,1
4002,angri,negative,-1
4003,gent,negative,-1
4004,blight,negative,-1
4005,nobil,positive,1
4006,victim,negative,-1
4007,nab,negative,-1
4008,disturb,negative,-1
4009,selfish,negative,-1
4010,surrend,negative,-1
4011,dexter,positive,1
4012,sti,negative,-1
4013,choke,negative,-1
4014,crippl,negative,-1
4015,senior,positive,1
4016,immor,negative,-1
4017,sick,negative,-1
4018,die,negative,-1
4019,attract,positive,1
4020,reason,positive,1
4021,parsimoni,negative,-1
4022,buss,positive,1
4023,achiev,positive,1
4024,labor,negative,-1
4025,elev,positive,1
4026,approv,positive,1
4027,disagr,negative,-1
4028,product,positive,1
4029,heyday,positive,1
4030,demand,negative,-1
4031,disparag,negative,-1
4032,censur,negative,-1
4033,loot,negative,-1
4034,eloqu,positive,1
4035,subtract,negative,-1
4036,assist,positive,1
4037,impur,negative,-1
4038,mud,negative,-1
4039,clever,positive,1
4040,nether,negative,-1
4041,pollut,negative,-1
4042,scrimmag,negative,-1
4043,aveng,negative,-1
4044,disobedi,negative,-1
4045,friendli,positive,1
4046,revoc,negative,-1
4047,bright,positive,1
4048,swampi,negative,-1
4049,cloth,positive,1
4050,shoot,negative,-1
4051,word,negative,-1
4052,symmetr,positive,1
4053,unpretenti,positive,1
4054,shame,negative,-1
4055,amour,positive,1
4056,nameless,negative,-1
4057,citizen,positive,1
4058,confound,negative,-1
4059,chastis,negative,-1
4060,shrunk,negative,-1
4061,agon,negative,-1
4062,wondrous,positive,1
4063,scrapi,negative,-1
4064,trap,negative,-1
4065,corps,negative,-1
4066,commut,positive,1
4067,chowder,positive,1
4068,tenac,positive,1
4069,cardiomyopathi,negative,-1
4070,stoppag,negative,-1
4071,annul,negative,-1
4072,essenti,positive,1
4073,whim,negative,-1
4074,safe,positive,1
4075,vindic,positive,1
4076,star,positive,1
4077,cess,negative,-1
4078,refin,positive,1
4079,scaveng,negative,-1
4080,fool,negative,-1
4081,notion,positive,1
4082,credit,positive,1
4083,profan,negative,-1
4084,restrain,negative,-1
4085,armor,positive,1
4086,complic,negative,-1
4087,bearer,negative,-1
4088,spent,negative,-1
4089,alli,positive,1
4090,defer,positive,1
4091,mutual,positive,1
4092,hoars,negative,-1
4093,notabl,positive,1
4094,harm,negative,-1
4095,enclav,negative,-1
4096,rail,negative,-1
4097,injuri,negative,-1
4098,gift,positive,1
4099,premier,positive,1
4100,wrong,negative,-1
4101,indemn,positive,1
4102,curios,positive,1
4103,effici,positive,1
4104,conscienc,positive,1
4105,fray,negative,-1
4106,inform,negative,-1
4107,rift,negative,-1
4108,bestial,negative,-1
4109,bruis,negative,-1
4110,eleg,positive,1
4111,bale,negative,-1
4112,astronaut,positive,1
4113,chairwoman,positive,1
4114,aloof,negative,-1
4115,gain,positive,1
4116,right,positive,1
4117,obstin,negative,-1
4118,major,positive,1
4119,forget,negative,-1
4120,larceni,negative,-1
4121,absent,negative,-1
4122,expedit,positive,1
4123,pillag,negative,-1
4124,bastard,negative,-1
4125,competit,negative,-1
4126,outlaw,negative,-1
4127,conscious,positive,1
4128,fear,negative,-1
4129,fugit,negative,-1
4130,conflict,negative,-1
4131,nois,negative,-1
4132,astring,negative,-1
4133,forfeitur,negative,-1
4134,cruel,negative,-1
4135,dastard,negative,-1
4136,modest,positive,1
4137,vigor,positive,1
4138,scab,negative,-1
4139,scum,negative,-1
4140,distract,negative,-1
4141,prank,negative,-1
4142,rag,negative,-1
4143,tumour,negative,-1
4144,hord,negative,-1
4145,slack,negative,-1
4146,princ,positive,1
4147,seal,positive,1
4148,lowli,negative,-1
4149,interlud,positive,1
4150,discret,positive,1
4151,unbear,negative,-1
4152,crack,negative,-1
4153,bless,positive,1
4154,alarm,negative,-1
4155,giggl,positive,1
4156,graduat,positive,1
4157,season,positive,1
4158,evacu,negative,-1
4159,outward,positive,1
4160,claw,negative,-1
4161,subsist,negative,-1
4162,presenc,positive,1
4163,oblig,positive,1
4164,swig,negative,-1
4165,blossom,positive,1
4166,warp,negative,-1
4167,lone,negative,-1
4168,vendetta,negative,-1
4169,flounder,negative,-1
4170,dispar,negative,-1
4171,credibl,positive,1
4172,ostens,negative,-1
4173,patent,positive,1
4174,faec,negative,-1
4175,unpopular,negative,-1
4176,indestruct,positive,1
4177,ejacul,positive,1
4178,guard,positive,1
4179,dictionari,positive,1
4180,raven,negative,-1
4181,bonus,positive,1
4182,disillusion,negative,-1
4183,discontinu,negative,-1
4184,dagger,negative,-1
4185,doubtless,positive,1
4186,enchant,positive,1
4187,mace,negative,-1
4188,mosquito,negative,-1
4189,superhuman,positive,1
4190,merciless,negative,-1
4191,setback,negative,-1
4192,preced,positive,1
4193,excus,negative,-1
4194,destin,positive,1
4195,cruelli,negative,-1
4196,polic,positive,1
4197,mark,positive,1
4198,demonstr,positive,1
4199,triumphant,positive,1
4200,confirm,positive,1
4201,mismatch,negative,-1
4202,monochrom,negative,-1
4203,slaughter,negative,-1
4204,anaconda,negative,-1
4205,reject,negative,-1
4206,oner,negative,-1
4207,coher,positive,1
4208,correct,positive,1
4209,reactionari,negative,-1
4210,scandal,negative,-1
4211,conceit,negative,-1
4212,toler,positive,1
4213,covet,negative,-1
4214,famous,positive,1
4215,succeed,positive,1
4216,wholesom,positive,1
4217,rebat,positive,1
4218,collaps,negative,-1
4219,gift,positive,1
4220,debt,negative,-1
4221,faultless,positive,1
4222,brothel,negative,-1
4223,fight,negative,-1
4224,loo,negative,-1
4225,foray,negative,-1
4226,mishap,negative,-1
4227,smile,positive,1
4228,injur,negative,-1
4229,glorif,positive,1
4230,lucki,positive,1
4231,clairvoy,positive,1
4232,reject,negative,-1
4233,rollick,positive,1
4234,fatal,negative,-1
4235,disallow,negative,-1
4236,warfar,negative,-1
4237,poison,negative,-1
4238,passion,positive,1
4239,reproduct,positive,1
4240,feloni,negative,-1
4241,righteous,positive,1
4242,majesti,positive,1
4243,mind,positive,1
4244,accompani,positive,1
4245,overturn,negative,-1
4246,transcend,positive,1
4247,hell,negative,-1
4248,synchron,positive,1
4249,pastor,positive,1
4250,laurel,positive,1
4251,disaffect,negative,-1
4252,correspond,positive,1
4253,deflat,negative,-1
4254,dizzi,negative,-1
4255,homicid,negative,-1
4256,instinct,positive,1
4257,darken,negative,-1
4258,motherhood,positive,1
4259,slum,negative,-1
4260,rage,negative,-1
4261,overpow,negative,-1
4262,childish,negative,-1
4263,grief,negative,-1
4264,stun,negative,-1
4265,help,positive,1
4266,enmiti,negative,-1
4267,inconsider,negative,-1
4268,solut,positive,1
4269,basketbal,positive,1
4270,lonesom,negative,-1
4271,forgiven,positive,1
4272,barbar,negative,-1
4273,candid,positive,1
4274,ay,positive,1
4275,anchorag,positive,1
4276,incompet,negative,-1
4277,steward,positive,1
4278,command,positive,1
4279,jar,negative,-1
4280,fatti,negative,-1
4281,denial,negative,-1
4282,sage,positive,1
4283,horrifi,negative,-1
4284,slander,negative,-1
4285,raptur,positive,1
4286,dictatori,negative,-1
4287,young,positive,1
4288,thank,positive,1
4289,witchcraft,negative,-1
4290,laugh,positive,1
4291,play,positive,1
4292,rowdi,negative,-1
4293,aggrav,negative,-1
4294,work,positive,1
4295,indict,negative,-1
4296,know,positive,1
4297,spong,negative,-1
4298,inhibit,negative,-1
4299,tale,positive,1
4300,clean,positive,1
4301,margin,negative,-1
4302,sick,negative,-1
4303,discolor,negative,-1
4304,policeman,positive,1
4305,legal,positive,1
4306,seduc,negative,-1
4307,hazard,negative,-1
4308,substanc,positive,1
4309,coop,negative,-1
4310,concord,positive,1
4311,vacanc,negative,-1
4312,inaccess,negative,-1
4313,bore,negative,-1
4314,villain,negative,-1
4315,dispers,negative,-1
4316,baptism,positive,1
4317,apolog,positive,1
4318,exot,positive,1
4319,bizarr,negative,-1
4320,human,positive,1
4321,degrad,negative,-1
4322,humbl,positive,1
4323,aunt,positive,1
4324,apologet,positive,1
4325,selfish,negative,-1
4326,primer,positive,1
4327,alimoni,negative,-1
4328,drought,negative,-1
4329,bonanza,positive,1
4330,welcom,positive,1
4331,predatori,negative,-1
4332,lurk,negative,-1
4333,disinterest,negative,-1
4334,atheism,negative,-1
4335,thunder,negative,-1
4336,termin,negative,-1
4337,cloister,negative,-1
4338,physician,positive,1
4339,honor,positive,1
4340,sue,negative,-1
4341,don,positive,1
4342,rug,negative,-1
4343,malign,negative,-1
4344,bother,negative,-1
4345,timid,negative,-1
4346,barb,negative,-1
4347,content,positive,1
4348,kick,negative,-1
4349,hoax,negative,-1
4350,agricultur,positive,1
4351,aptitud,positive,1
4352,malaria,negative,-1
4353,orchestra,positive,1
4354,time,positive,1
4355,integr,positive,1
4356,volunt,positive,1
4357,mediat,positive,1
4358,obit,negative,-1
4359,agre,positive,1
4360,impair,negative,-1
4361,negat,negative,-1
4362,fee,negative,-1
4363,enjoy,positive,1
4364,overburden,negative,-1
4365,miracul,positive,1
4366,predilect,positive,1
4367,foreign,negative,-1
4368,snide,negative,-1
4369,pointless,negative,-1
4370,refus,negative,-1
4371,refurbish,positive,1
4372,equal,positive,1
4373,recreat,positive,1
4374,accus,negative,-1
4375,dark,negative,-1
4376,ail,negative,-1
4377,advis,positive,1
4378,woeful,negative,-1
4379,depth,positive,1
4380,comprehend,positive,1
4381,barricad,negative,-1
4382,execut,negative,-1
4383,approb,positive,1
4384,discrimin,negative,-1
4385,artist,positive,1
4386,excit,positive,1
4387,rise,positive,1
4388,cramp,negative,-1
4389,wreck,negative,-1
4390,educ,positive,1
4391,underlin,positive,1
4392,proctor,positive,1
4393,pretens,negative,-1
4394,labori,negative,-1
4395,usuri,negative,-1
4396,omnisci,positive,1
4397,unconscion,negative,-1
4398,inact,negative,-1
4399,contraband,negative,-1
4400,beg,negative,-1
4401,miscarriag,negative,-1
4402,survey,positive,1
4403,argument,negative,-1
4404,fiesta,positive,1
4405,pertussi,negative,-1
4406,endang,negative,-1
4407,verac,positive,1
4408,unitari,positive,1
4409,asset,positive,1
4410,spirit,positive,1
4411,revis,positive,1
4412,smack,negative,-1
4413,oblivion,negative,-1
4414,stave,negative,-1
4415,plenti,positive,1
4416,infidel,negative,-1
4417,flog,negative,-1
4418,unimprov,negative,-1
4419,feroci,negative,-1
4420,secret,negative,-1
4421,cruelti,negative,-1
4422,xenophobia,negative,-1
4423,war,negative,-1
4424,babbl,negative,-1
4425,fair,positive,1
4426,pig,negative,-1
4427,embrac,positive,1
4428,bang,negative,-1
4429,belittl,negative,-1
4430,disloc,negative,-1
4431,diagnosi,negative,-1
4432,swell,negative,-1
4433,bar,negative,-1
4434,incur,negative,-1
4435,honey,positive,1
4436,tumor,negative,-1
4437,produc,positive,1
4438,brocad,positive,1
4439,careless,negative,-1
4440,indemnifi,negative,-1
4441,sour,negative,-1
4442,sloth,negative,-1
4443,incarcer,negative,-1
4444,duress,negative,-1
4445,landslid,negative,-1
4446,inflamm,negative,-1
4447,didact,positive,1
4448,satisfi,positive,1
4449,leak,negative,-1
4450,promot,positive,1
4451,aura,positive,1
4452,manufactur,positive,1
4453,speck,negative,-1
4454,whore,negative,-1
4455,segreg,negative,-1
4456,radiat,negative,-1
4457,distast,negative,-1
4458,unequivoc,positive,1
4459,pick,positive,1
4460,man,positive,1
4461,main,positive,1
4462,avalanch,negative,-1
4463,merci,positive,1
4464,edict,negative,-1
4465,innocu,positive,1
4466,defiant,negative,-1
4467,receiv,positive,1
4468,dandruff,negative,-1
4469,sorrow,negative,-1
4470,excel,positive,1
4471,leakag,negative,-1
4472,distract,negative,-1
4473,crumbl,negative,-1
4474,cage,negative,-1
4475,corrupt,negative,-1
4476,unaccept,negative,-1
4477,oblig,negative,-1
4478,wrath,negative,-1
4479,normal,positive,1
4480,soldier,positive,1
4481,extend,positive,1
4482,subject,negative,-1
4483,renov,positive,1
4484,wit,positive,1
4485,resciss,negative,-1
4486,sunshin,positive,1
4487,bankruptci,negative,-1
4488,rejoic,positive,1
4489,uncertain,negative,-1
4490,crusti,negative,-1
4491,batteri,negative,-1
4492,amaz,positive,1
4493,guardianship,positive,1
4494,batter,negative,-1
4495,oak,positive,1
4496,isol,negative,-1
4497,model,positive,1
4498,avers,negative,-1
4499,reserv,positive,1
4500,unhealthi,negative,-1
4501,disobey,negative,-1
4502,charit,positive,1
4503,debri,negative,-1
4504,luxuri,positive,1
4505,risk,negative,-1
4506,sanctifi,positive,1
4507,consumm,positive,1
4508,brain,positive,1
4509,abolit,negative,-1
4510,superman,positive,1
4511,poor,negative,-1
4512,unsympathet,negative,-1
4513,resist,negative,-1
4514,exempt,positive,1
4515,unaccount,negative,-1
4516,accident,negative,-1
4517,reconstruct,positive,1
4518,soil,negative,-1
4519,teas,negative,-1
4520,cheeri,positive,1
4521,benefit,positive,1
4522,pledg,positive,1
4523,access,positive,1
4524,bile,negative,-1
4525,agit,negative,-1
4526,slush,negative,-1
4527,horrid,negative,-1
4528,proposit,positive,1
4529,dull,negative,-1
4530,visit,positive,1
4531,will,negative,-1
4532,erron,negative,-1
4533,case,negative,-1
4534,bluff,negative,-1
4535,obscen,negative,-1
4536,impolit,negative,-1
4537,contradict,negative,-1
4538,haze,negative,-1
4539,remodel,positive,1
4540,pharmaceut,positive,1
4541,muss,negative,-1
4542,crack,negative,-1
4543,prove,positive,1
4544,fearless,positive,1
4545,inappropri,negative,-1
4546,cherish,positive,1
4547,herpesvirus,negative,-1
4548,innov,positive,1
4549,tickl,positive,1
4550,rhythm,positive,1
4551,trick,negative,-1
4552,cooper,positive,1
4553,vital,positive,1
4554,debtor,negative,-1
4555,anarchi,negative,-1
4556,potenc,positive,1
4557,languish,negative,-1
4558,loung,negative,-1
4559,oracl,positive,1
4560,plight,negative,-1
4561,doomsday,negative,-1
4562,batter,negative,-1
4563,hymn,positive,1
4564,observ,positive,1
4565,hood,negative,-1
4566,lesser,negative,-1
4567,dreari,negative,-1
4568,extra,positive,1
4569,touch,negative,-1
4570,beggar,negative,-1
4571,wimpi,negative,-1
4572,improv,positive,1
4573,prudenc,positive,1
4574,mend,positive,1
4575,cheap,negative,-1
4576,wage,positive,1
4577,afflict,negative,-1
4578,forbid,negative,-1
4579,iniqu,negative,-1
4580,martingal,negative,-1
4581,homag,positive,1
4582,gaol,negative,-1
4583,shelv,negative,-1
4584,chariti,positive,1
4585,erad,negative,-1
4586,rever,positive,1
4587,protect,positive,1
4588,clump,negative,-1
4589,redempt,positive,1
4590,innoc,positive,1
4591,glorifi,positive,1
4592,conform,positive,1
4593,faith,positive,1
4594,diplomat,positive,1
4595,negoti,positive,1
4596,will,positive,1
4597,inferno,negative,-1
4598,unattract,negative,-1
4599,justif,positive,1
4600,elus,negative,-1
